0.2	2.647292555235996
0.1	0.8427734375
0.02	0.1640625
0.01	0.0810546875
0.002	0.017578125
0.001	0.0117569484252531
0.0002	0.0024164740606753554
0.0001	0.001953125
2e-05	0.00048828125
1e-05	0.00048828125
5e-05	0.00048828125
0.0005	0.005713066518204357
0.005	0.06018108808499889
0.05	0.4130859375

0.2	2.6479999999999944
0.1	0.8415682494235659
0.02	0.1644051761650296
0.01	0.08198144278113517
0.002	0.0163616066315857
0.001	0.012006000998676214
0.0002	0.002400240006677379
0.0001	0.0012000599996824235
2e-05	0.00024000234539478527
1e-05	8.176535183812561e-05
2e-06	1.6352933336349906e-05
